,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,y
d2122d29577fd0e8273670ecc9a4c6c5.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
71fd92d4ca26fdc1178cad46845dd32f.1,9.0,9.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
423d0ff03ddec54fd8d9d6311d6429b6.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
d4c97d5ab7e9232cab6568865bfb9adf.1,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
dec0dccc4312af7a642c080f4de28853.0,17.0,16.0,8.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
e1fff716f02e6bbd5d191f90a3149aeb.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1554b675fc8bb19328c4bd56101263ce.0,65.0,65.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91fa9bd247dfed85e16498c8d72d6fc3.0,1339.0,1339.0,835.0,835.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36d4961058e1ead8fdec4c47b5cba23a.0,1013.0,1013.0,388.0,388.0,2.0,2.0,2.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24b1e1e83fcbbaacbd4cbf5d9ffa8f89.0,26.0,26.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2b13b4605052a095bf27ab11eaa2d74a.1,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11d6204aa4bad5b0899f784085ade0ba.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ad5baf8fcbbf832b75c6ada0bbbe0b04.0,32.0,32.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96176f7fdafd006d0390d6ef66628311.0,20.0,20.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85303bfa8702dc464d53ba0222b08bc0.1,17.0,17.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
d494a4c2b582d2c3cb388837ea939a7a.0,138.0,138.0,48.0,48.0,2.0,2.0,2.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
f84dc064e8d0d3f85598fec009c141ab.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
621e14ceda7d2e62e2ebbdbae19c3fa0.0,29.0,29.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8b7cbe634c1e5b51fe154ed8c772ca0f.0,39.0,39.0,17.0,17.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
eaa6edaaf6e2af0163642e5b90f4c3ef.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a3af910bff91600e27287037766cdbee.0,374.0,374.0,37.0,37.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64b7e9ba4e6f7c91bf0054788b41da12.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0a76a2c5e0c50d354742eedd3cb288e6.0,211.0,211.0,67.0,67.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c1e665bef8cc1d23a551bd72d4916b3c.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
af27fae8f4648e0dba4dbc1bbe0638ea.0,72.0,71.0,27.0,26.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3da75a5f5fe0d6f83a6d2e3592861ae2.1,19.0,19.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1
fbfa638579553e8b3728c283e744274c.0,191.0,191.0,89.0,89.0,2.0,2.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73ecfd91ee5f73467e001c9334c21152.1,9.0,9.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7e90abdddec360d12121d89ec8a0c54e.0,1087.0,1087.0,1086.0,1086.0,0.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c5c107c8e412719434bad9da5af814a3.0,24.0,24.0,7.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2ec4a2ca6a9b25434655d55bcaebfd53.0,3383.0,3383.0,1136.0,1108.0,1.0,1.0,1.0,916.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66d0ba69fdf8fa2edb52fcbba12bb274.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
eea0f8966e366a1e4e54a710df974c52.0,1033.0,1033.0,27.0,27.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dca6c682c16d0a79e891b0e01441c8b2.0,25.0,25.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fb519cf2a30c978910d9805dad18023e.1,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
d551441cc4b9ade41cfe250860d5f913.0,42.0,42.0,12.0,7.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bb4351115b3bb1d1b51365de22c07065.1,17.0,17.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
d65ee1ad11b74ea2927781c2c11248a2.0,80.0,80.0,16.0,11.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
db593d952193dbffc203e90225db3cac.0,82.0,82.0,26.0,24.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
e67f120ff663b5af47fc94442af4335b.0,286.0,286.0,169.0,169.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
427176699f3c1b9acbffcc21af82957c.0,33.0,33.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
305de8c4a2a894ebe30e029c14de03ea.1,10.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
c3da09ed8f14459b2ba18b3ee026a111.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
dbe1571f2742ed6f9152127759313209.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3ce554a961d1b8d88340c539531e70eb.0,88.0,88.0,78.0,78.0,0.0,0.0,2.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
743bcd2ac7090b781051b35295fd37f1.0,23.0,23.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
e9334f72572dafe3d652d8c478bd3707.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
49d5c4a3b8f9a9bafba0e5da04a01796.0,517.0,517.0,37.0,37.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dc1829a88cda8ba74ee57d2f1199cb42.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8e159cec26ac0b5862d39b3d5e0bfb4e.0,1210.0,1210.0,219.0,166.0,1.0,1.0,1.0,105.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0
2db14e4b3efb4ee53864d50f00c94b10.0,182.0,182.0,22.0,22.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92fdad46adfdde512ce11ec12acfd537.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1a4c5d6c97d8edea27eee4da479d51d2.1,10.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
d35a29100b208078adf242756c6fef38.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8efa455763e8dc98806f12263cbed460.0,175.0,175.0,161.0,161.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2a775ada7c5dca25afd1b98b5271d988.0,70.0,70.0,28.0,28.0,2.0,2.0,2.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
f4227ad819f7264d0fb9f89e4357365e.1,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65f63ae8c6136b7369c2485c6d4ad5fd.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4da910911a3ffd792e118bc617e1edd2.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3f5e034992cc621db32f7b31334a7ee4.1,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58adefe5aab82cbbe4b9097fde0fd810.1,10.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5b0bd8e8db17a2fc6de2fb6334b90e10.0,110.0,110.0,41.0,41.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
b3e99ce6e3fb2430c9117147c5e20d0b.1,14.0,14.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28a1b66acb6898a2bc79f1dadde72168.0,977.0,977.0,453.0,453.0,2.0,2.0,2.0,212.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a48368744da747754f56e4cfb29bed46.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ef598e4d645aee7c3892d0ca8d4b5a74.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
602bc89cb0193ea999b1bd24ab5f31d3.0,518.0,518.0,37.0,37.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5dee8d7da910c06523131cb604191fe3.1,9.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
bcad89781a0ba90e452007623aca28d2.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
21bc44ea19d6cb68a98e20ba5b0edc12.0,11.0,11.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cf2df15330eaf5565ad17c6b59360f23.0,110.0,110.0,35.0,35.0,2.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3519f9722943a86edffccc7875d9f84a.0,52.0,52.0,43.0,43.0,0.0,0.0,2.0,6.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c44a99f8a1c0a7c113b9b336177a8a6d.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
bfdddb09cdb89140f92a326a31976865.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0b4f332b55ad06c963a768d092ac79bd.1,11.0,11.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
8fae8413ce327111a9a1bd3bb9500973.0,5127.0,5125.0,386.0,386.0,3.0,3.0,3.0,251.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159a08c7dcf66cd5256c41d1f60bb980.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
493bde368a46a20c285bd026e965b2ba.0,52.0,52.0,29.0,29.0,2.0,2.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c1cb2b49d2328a987cfdbbb47824800b.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
51c2640ee7a1d9e41735eb8ab92b8fbf.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
d4a920586fc8a5865f75b3cc5a15886a.1,77.0,76.0,68.0,67.0,0.0,0.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
f91557ef0e813d5c4286b5f787637133.1,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42b37e1cf1e3149b04cdc989ac569f11.0,2578.0,2577.0,586.0,586.0,1.0,1.0,1.0,487.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97b916dd0b4a1a9e622b523f3269ca92.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
afdf16ee66ad5fc8b20683535a29d411.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
50e465cce9ac12e6ef4d948fead84f3f.0,1356.0,1356.0,322.0,322.0,1.0,1.0,1.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
efdfefa769751952a88459a45f678174.0,14.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
af7dc09f107523e1b480341c4dc9f75d.0,27.0,27.0,9.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
d3e43e55062b2c12b09be1402fca26f4.0,307.0,307.0,118.0,118.0,2.0,2.0,2.0,95.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1d7df79dc1d8ff1c193862912e12bc77.0,435.0,435.0,250.0,250.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62686f6213a918045ec25828f93b14ab.1,9.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
699919ee8b880735077b85efd44201df.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
590d17a7f9e05c5b211607ccbfa75b4e.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
a1bf08f697092c30f1d272b4b2d3ed49.0,211.0,211.0,108.0,108.0,2.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
01f977b4036b0f4e384cff317d017fa4.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5ace79f5c8776ca7d4503b2332e07d7b.0,158.0,158.0,15.0,15.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
f40566ceb3c3d471859aeaae9992353f.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27150b219a9e1bae6d31197ecf7ec8c2.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
acfb0c50180872363aed87b4ca5068fd.0,3097.0,3096.0,1316.0,1316.0,1.0,1.0,1.0,463.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cb49d9120704e90daa38ed6bf924c1b3.0,1062.0,1061.0,285.0,285.0,2.0,2.0,2.0,26.0,0.0,0.0,209.0,210.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
f05e86324c188ece81356823c410f25f.0,2839.0,2839.0,696.0,696.0,3.0,3.0,3.0,555.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fc96946df6e2d32ae99adf7cf5d08b64.0,20.0,20.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1de281828922cfa38f4b73f9df880e3d.1,205.0,205.0,46.0,44.0,2.0,2.0,2.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
161622d544ed338f40223e55bce04b77.0,130.0,130.0,63.0,63.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
602b1f88835c02e8d56f9c6bce8e4395.1,22.0,22.0,7.0,7.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3420ac1998888b6506be02b0f24e3004.0,7549.0,7549.0,6279.0,6279.0,2.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
c4182d625bb0c7208ef54b31522ad9ee.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6039bec3eacbe7a6300871bfbf23e6f2.1,10.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e7cc0b69732cd59a527a2785dddba1e5.1,10.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ceafb4dc9bc1a1d017ea63d7549a8f2e.0,27.0,27.0,8.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a687f59c84f4691d00da7ab91f4ff793.1,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e899eeaeb0d9ee6bc320113dde4b7ac1.1,9.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
f36e749a1b9d28163c0d0f825e6d0096.1,9.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a5de85f9588a7a2409b5bb688849c481.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
720e73e11d7ee503130b1794d5831a2f.0,105.0,105.0,64.0,64.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30895bf940ae0927bfb41714dd6922c2.1,7.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
c495a3bc3baa1d2e82bb5603dda5f733.1,10.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fc8487b8a7e105cf3b1beced25351d81.0,902.0,902.0,245.0,245.0,1.0,1.0,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10a3a3be946d97287bd0c16637a7a64b.1,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3ef677bb4b8494c8a10001191c14ae34.1,14.0,14.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
17f06884a4c407c8474347e35ab272db.0,43.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
